caller_id,caller_type,callee_id,started_at,duration
+57 876 719 4988,people,+86 677 116 6374,2018-07-07T00:48:24.421,57
+86 939 147 9288,people,+81 438 800 8185,2018-07-23T22:49:31.510,63
+420 538 824 5280,people,+380 631 874 7782,2018-07-11T06:17:28.901,575
+47 287 788 2428,people,+30 473 253 7585,2018-06-20T04:25:35.158,2198
+880 194 102 3763,people,+7 134 869 6173,2018-07-13T04:43:02.319,94
+33 899 450 7675,customers,+49 466 689 9075,2018-08-28T20:27:48.222,10428
+58 309 892 3683,people,+356 279 523 0402,2018-06-13T23:08:52.269,85
+370 351 224 5176,people,+48 697 447 6933,2018-07-07T21:41:25.205,667
+62 441 776 5105,people,+86 359 390 9829,2018-07-09T18:07:00.642,86
+7 371 758 4851,people,+63 705 641 2260,2018-07-13T15:57:08.849,140
+597 769 358 0569,people,+62 291 610 7715,2018-08-20T13:33:04.891,98
+48 503 552 2864,people,+46 425 813 2534,2018-08-23T09:45:39.742,182
+63 227 257 2272,people,+86 323 461 0569,2018-06-08T23:51:48.054,1204
+62 421 486 9194,people,+965 148 209 6906,2018-08-23T18:43:47.799,116
+49 106 684 3294,people,+1 901 419 5903,2018-07-15T07:48:26.961,130
+54 398 559 0423,customers,+850 471 675 1116,2018-08-31T10:21:29.642,2670
+62 163 815 9844,people,+86 252 157 2705,2018-08-18T13:31:03.783,795
+47 287 788 2428,people,+971 477 289 5571,2018-08-13T06:35:34.576,3189
+63 390 716 1146,people,+63 585 918 6925,2018-08-11T12:18:09.789,355
+81 308 988 7153,people,+86 975 753 4666,2018-08-27T10:27:49.455,169
+86 666 694 3017,customers,+263 498 495 0617,2018-08-11T04:12:58.604,6416
+58 107 155 8233,people,+51 342 271 7550,2018-06-20T17:29:19.668,100
+63 408 206 3263,customers,+386 487 202 8409,2018-08-21T12:56:08.610,3156
+49 106 684 3294,people,+46 581 906 2649,2018-07-13T02:30:50.345,91
+81 746 154 2598,people,+48 195 624 2025,2018-06-24T22:24:17.174,139
+686 141 630 2349,customers,+1 253 601 5208,2018-07-07T15:47:29.195,5755
+1 424 265 8640,people,+30 385 759 1411,2018-07-09T01:50:39.156,877
+86 369 549 0595,people,+420 684 726 9447,2018-08-07T04:25:16.556,62
+66 615 504 8426,people,+7 552 196 4096,2018-08-10T14:21:10.196,141
+1 136 994 5079,people,+86 241 252 5167,2018-08-09T03:26:04.277,295
+55 316 423 7951,people,+351 573 522 8513,2018-08-01T17:25:55.899,872
+7 371 758 4851,customers,+351 149 297 1404,2018-08-04T17:13:11.889,1377
+62 163 815 9844,people,+63 568 308 7439,2018-06-19T03:03:09.086,65
+63 390 716 1146,people,+33 129 764 5848,2018-08-28T14:21:13.558,170
+49 686 145 1656,customers,+54 890 522 5284,2018-06-25T12:32:59.404,4502
+33 789 705 4973,people,+962 105 418 2424,2018-07-07T06:32:34.907,1073
+33 454 926 8596,people,+60 853 198 5328,2018-07-23T19:28:57.735,150
+33 454 926 8596,people,+55 338 892 1994,2018-08-10T18:59:20.262,16
+62 107 530 7500,people,+86 922 760 0418,2018-07-21T18:13:43.053,16
+355 556 407 0145,people,+380 476 763 1286,2018-08-26T10:15:21.641,155
+351 149 297 1404,people,+420 889 439 6249,2018-07-03T16:23:01.607,1124
+221 577 657 7754,customers,+1 253 601 5208,2018-07-16T01:22:07.984,8127
+1 253 601 5208,customers,+351 543 997 4318,2018-06-17T16:49:07.981,4807
+351 149 297 1404,people,+55 311 878 6029,2018-08-02T02:39:03.108,117
+86 521 724 9687,customers,+55 125 114 0729,2018-07-28T18:58:38.352,7301
+95 983 880 9416,customers,+63 958 715 1786,2018-08-02T21:46:31.352,4387
+880 194 102 3763,people,+7 418 775 0946,2018-08-31T00:43:24.732,79
+47 287 788 2428,people,+51 342 271 7550,2018-06-19T05:29:56.321,92
+351 235 124 9020,people,+86 628 553 0478,2018-06-15T05:29:44.868,224
+63 699 640 6521,people,+33 130 458 6541,2018-08-11T17:50:37.377,136
+355 556 407 0145,people,+98 656 313 0103,2018-08-21T19:49:51.642,159
+370 351 224 5176,people,+7 418 775 0946,2018-07-15T03:13:43.474,152
+420 538 824 5280,people,+98 656 313 0103,2018-06-11T11:40:17.960,417
+55 316 423 7951,customers,+63 631 854 2672,2018-08-16T22:27:48.569,3963
+850 471 675 1116,people,+63 585 918 6925,2018-08-22T15:27:00.670,920
+33 454 926 8596,people,+86 359 390 9829,2018-07-21T08:01:39.220,998
+62 441 776 5105,people,+7 589 569 5267,2018-07-22T16:40:21.102,112
+252 588 156 8989,people,+261 719 322 0246,2018-08-21T10:57:36.417,152
+62 477 203 1324,people,+55 202 752 1841,2018-08-03T11:03:21.067,45
+63 390 716 1146,people,+55 338 892 1994,2018-06-19T22:29:28.588,1132
+261 860 539 4754,people,+1 298 466 9632,2018-07-04T19:01:04.121,616
+351 543 997 4318,people,+55 685 314 9379,2018-08-18T21:35:41.224,268
+351 699 781 7790,people,+62 428 249 3712,2018-08-15T07:54:29.787,1078
+351 699 781 7790,people,+55 904 918 5912,2018-07-22T22:24:34.128,1117
+33 899 450 7675,people,+81 438 800 8185,2018-07-06T12:52:14.169,153
+7 690 597 4443,people,+351 341 759 0598,2018-08-12T16:51:14.575,107
+62 362 318 0581,people,+62 361 805 4508,2018-07-27T16:37:27.987,604
+62 728 538 7442,customers,+49 106 684 3294,2018-07-10T03:12:08.566,6861
+263 498 495 0617,people,+62 997 660 3320,2018-08-30T15:53:54.219,639
+55 316 423 7951,people,+63 808 497 1769,2018-07-09T01:50:26.498,85
+62 828 512 9172,people,+976 200 259 7486,2018-06-11T15:38:42.665,2424
+86 521 724 9687,customers,+86 262 669 5847,2018-08-18T07:43:06.744,5275
+351 699 781 7790,people,+34 547 482 5737,2018-07-24T13:55:37.216,148
+62 728 538 7442,people,+57 555 972 0633,2018-07-30T13:00:45.985,144
+49 686 145 1656,people,+7 418 775 0946,2018-06-08T06:54:27.532,2861
+81 153 962 4648,people,+48 697 447 6933,2018-08-05T09:21:31.780,3465
+62 163 815 9844,people,+234 731 633 1022,2018-06-16T01:12:08.609,20
+63 958 715 1786,people,+81 875 233 3294,2018-06-15T03:47:31.635,1159
+49 466 689 9075,people,+212 180 649 3257,2018-07-14T05:25:03.950,890
+62 441 776 5105,people,+972 485 203 6986,2018-08-29T14:49:20.237,25
+46 946 207 0186,customers,+63 699 640 6521,2018-06-24T04:05:19.931,3275
+389 785 553 2178,people,+507 317 464 4324,2018-06-13T10:27:49.216,28
+62 728 538 7442,people,+86 345 683 5046,2018-07-22T05:30:09.145,49
+63 408 206 3263,people,+86 674 310 1152,2018-07-31T23:47:37.882,837
+355 556 407 0145,people,+33 129 764 5848,2018-07-25T10:19:22.957,95
+63 815 962 6097,people,+7 636 684 8842,2018-07-03T00:48:32.058,35
+95 983 880 9416,people,+86 738 658 3239,2018-07-10T01:23:21.845,33
+7 690 597 4443,customers,+62 235 664 6205,2018-09-04T02:11:35.696,4818
+31 461 329 9985,people,+7 562 888 4228,2018-06-18T11:19:38.546,166
+62 107 530 7500,people,+55 871 215 5403,2018-08-20T00:12:30.674,150
+351 543 997 4318,customers,+850 471 675 1116,2018-07-10T10:23:23.408,3706
+216 124 435 9613,people,+63 705 641 2260,2018-08-28T02:49:37.456,184
+252 588 156 8989,people,+7 457 874 9277,2018-06-13T19:34:33.125,896
+63 390 716 1146,people,+380 536 814 3789,2018-08-12T01:45:43.838,304
+1 384 132 9095,people,+507 317 464 4324,2018-07-08T12:39:37.988,13
+261 860 539 4754,people,+33 690 415 1431,2018-07-24T03:47:18.989,139
+386 487 202 8409,people,+86 848 470 7531,2018-07-03T03:34:14.219,45
+55 595 171 0583,people,+62 898 977 5098,2018-08-04T18:15:00.280,315
+52 345 844 0838,people,+502 865 188 9557,2018-06-14T02:15:48.859,876
+63 699 640 6521,people,+63 367 339 5563,2018-07-02T19:15:43.022,106
+30 328 155 8097,customers,+686 141 630 2349,2018-06-25T09:46:07.655,3049
+62 587 949 6348,people,+238 464 749 7553,2018-06-05T11:57:16.774,755
+55 316 423 7951,people,+55 338 892 1994,2018-06-09T00:21:29.903,198
+33 454 926 8596,people,+255 587 909 4812,2018-07-15T01:16:13.053,65
+63 390 716 1146,people,+86 911 311 6313,2018-08-15T05:12:31.396,778
+27 407 187 3101,people,+57 476 473 1122,2018-09-03T08:58:17.867,1195
+58 309 892 3683,people,+351 861 789 1765,2018-08-23T22:42:14.947,158
+252 588 156 8989,customers,+86 262 669 5847,2018-08-26T14:59:50.950,5877
+62 587 949 6348,people,+27 681 464 1394,2018-07-15T15:26:29.205,152
+98 238 641 5078,customers,+351 235 124 9020,2018-08-23T11:39:16.859,8241
+263 498 495 0617,people,+84 226 135 9243,2018-08-05T17:13:46.544,627
+62 107 530 7500,customers,+33 454 926 8596,2018-06-07T11:13:38.482,3740
+58 107 155 8233,people,+62 898 977 5098,2018-09-02T16:31:13.047,58
+55 595 171 0583,customers,+7 454 540 0474,2018-06-27T19:01:17.298,9743
+33 899 450 7675,customers,+380 193 998 0755,2018-08-15T02:47:06.144,5640
+33 454 926 8596,people,+48 972 978 5313,2018-06-24T03:51:12.143,44
+81 308 988 7153,people,+84 226 135 9243,2018-08-15T21:42:06.436,175
+355 556 407 0145,people,+86 837 934 2184,2018-06-19T10:10:50.457,3001
+62 587 949 6348,people,+57 882 794 5532,2018-07-17T03:22:01.865,7
+81 153 962 4648,people,+353 609 656 9016,2018-07-27T03:10:54.194,1851
+62 828 512 9172,people,+216 991 683 2243,2018-09-04T11:44:44.431,355
+850 471 675 1116,people,+98 475 945 8883,2018-07-23T13:02:04.617,2219
+86 172 496 6097,people,+353 863 857 4894,2018-07-01T18:53:22.321,76
+54 890 522 5284,customers,+58 309 892 3683,2018-06-20T06:26:37.846,9159
+63 815 962 6097,people,+86 586 994 5940,2018-07-14T14:42:09.209,528
+47 287 788 2428,people,+48 690 297 4549,2018-07-19T07:40:44.275,29
+81 308 988 7153,people,+81 114 362 8865,2018-07-21T21:11:00.687,175
+1 253 601 5208,people,+86 510 307 7158,2018-07-02T21:03:43.708,137
+81 153 962 4648,people,+962 105 418 2424,2018-08-14T03:21:28.652,27
+1 210 254 8475,customers,+86 666 694 3017,2018-07-20T23:32:24.705,6352
+597 769 358 0569,people,+387 204 285 8067,2018-08-13T00:59:55.790,15
+54 398 559 0423,people,+51 886 864 7025,2018-06-27T06:36:49.865,1047
+62 587 949 6348,people,+86 794 748 8593,2018-07-09T00:22:37.307,465
+7 690 597 4443,people,+234 182 258 2664,2018-07-19T17:20:34.892,448
+62 691 123 7989,people,+48 899 676 7713,2018-07-16T13:42:10.358,178
+63 227 257 2272,people,+86 945 491 4744,2018-07-06T05:10:11.735,277
+86 369 549 0595,people,+81 928 887 8969,2018-07-19T03:27:12.803,156
+51 415 553 5490,people,+86 868 734 5069,2018-06-05T10:46:05.346,1152
+7 690 597 4443,people,+46 586 601 1387,2018-06-30T21:41:31.392,840
+1 136 994 5079,people,+57 351 448 8514,2018-07-13T15:50:44.853,128
+46 983 626 0444,people,+389 575 257 3539,2018-08-12T02:41:08.037,66
+86 682 953 4286,customers,+49 686 145 1656,2018-06-16T06:13:15.776,1378
+62 441 776 5105,people,+1 929 196 9254,2018-08-15T15:03:38.334,748
+86 172 496 6097,people,+86 738 658 3239,2018-07-28T16:54:47.175,546
+62 107 530 7500,people,+86 825 682 2692,2018-08-06T09:54:47.636,827
+351 149 297 1404,people,+33 118 160 3538,2018-07-05T23:19:16.466,1144
+81 746 154 2598,people,+51 138 191 1399,2018-07-01T02:28:23.247,110
+62 587 949 6348,people,+370 880 337 1744,2018-06-18T22:18:15.306,244
+49 466 689 9075,people,+7 146 917 0207,2018-08-27T01:18:04.201,147
+58 309 892 3683,people,+370 880 337 1744,2018-08-13T04:13:15.481,170
+63 699 640 6521,people,+57 609 779 5176,2018-08-07T18:38:38.400,3114
+81 308 988 7153,customers,+58 309 892 3683,2018-06-07T22:15:59.690,3854
+380 193 998 0755,people,+86 211 590 1388,2018-08-23T18:59:15.325,48
+597 769 358 0569,people,+7 457 874 9277,2018-09-02T23:49:13.940,3461
+351 543 997 4318,people,+7 760 873 6560,2018-08-09T22:45:35.978,122
+49 106 684 3294,customers,+27 407 187 3101,2018-08-24T11:21:08.937,10307
+1 384 132 9095,people,+55 202 752 1841,2018-08-23T19:43:23.400,151
+597 769 358 0569,people,+353 863 857 4894,2018-06-25T10:13:31.653,108
+7 454 540 0474,people,+7 250 295 1424,2018-07-07T11:24:10.792,56
+686 141 630 2349,people,+62 222 827 2055,2018-07-03T22:59:33.009,2595
+850 471 675 1116,people,+62 438 838 0450,2018-07-12T21:27:07.176,620
+7 171 898 0853,people,+967 190 245 1537,2018-07-23T17:31:47.190,1864
+62 635 323 3882,people,+7 414 625 3019,2018-06-15T01:04:05.388,153
+597 769 358 0569,people,+48 899 676 7713,2018-06-05T12:53:11.600,623
+63 390 716 1146,people,+55 818 149 1788,2018-07-12T07:10:59.048,866
+52 345 844 0838,people,+962 105 418 2424,2018-08-27T06:34:59.416,154
+45 792 227 1110,customers,+81 153 962 4648,2018-07-16T20:30:05.660,5663
+86 467 545 3578,people,+62 106 468 0924,2018-08-23T16:26:26.692,103
+51 901 242 0584,people,+82 340 347 2830,2018-07-19T03:32:31.538,143
+261 860 539 4754,people,+86 782 425 5756,2018-07-28T00:21:48.012,530
+351 235 124 9020,people,+27 117 258 4149,2018-08-22T00:41:50.609,614
+597 769 358 0569,customers,+63 631 854 2672,2018-08-03T00:16:08.202,5351
+7 371 758 4851,people,+86 586 506 6067,2018-06-28T06:50:16.404,487
+49 686 145 1656,people,+51 886 864 7025,2018-08-02T01:16:29.237,1449
+62 828 512 9172,people,+351 272 414 6570,2018-08-09T11:53:14.619,2839
+252 588 156 8989,customers,+1 210 254 8475,2018-07-09T13:27:07.681,5261
+374 531 732 9074,people,+30 776 376 5893,2018-07-14T09:01:35.182,88
+380 193 998 0755,people,+86 211 590 1388,2018-08-15T06:08:07.617,128
+597 769 358 0569,people,+380 476 763 1286,2018-07-25T13:00:25.598,135
+86 172 496 6097,customers,+7 235 325 7495,2018-08-03T18:08:20.402,9332
+420 538 824 5280,customers,+58 309 892 3683,2018-08-09T19:01:31.152,9534
+57 876 719 4988,customers,+54 890 522 5284,2018-07-20T09:22:03.540,5439
+33 454 926 8596,people,+86 837 934 2184,2018-07-09T22:08:06.393,1016
+55 125 114 0729,people,+86 323 461 0569,2018-09-02T00:09:03.038,913
+62 691 123 7989,people,+261 719 322 0246,2018-06-30T13:27:52.550,976
+62 429 757 5087,people,+86 145 764 6894,2018-08-28T11:03:54.968,185
+86 521 724 9687,people,+358 500 913 8251,2018-08-06T04:55:19.922,54
+1 384 132 9095,customers,+86 939 147 9288,2018-09-01T08:44:22.136,2616
+255 288 243 6585,people,+1 901 419 5903,2018-06-19T08:49:09.264,701
+7 454 540 0474,people,+86 898 560 3861,2018-06-15T04:57:21.779,580
+7 454 540 0474,people,+880 695 628 4908,2018-08-20T22:58:00.099,637
+62 107 530 7500,customers,+86 521 724 9687,2018-07-31T13:00:05.099,7114
+351 699 781 7790,customers,+255 288 243 6585,2018-06-08T09:20:45.165,9573
+1 424 265 8640,people,+86 586 506 6067,2018-08-16T04:55:13.809,76
+63 354 310 6825,people,+371 496 261 5112,2018-08-18T21:19:06.536,3250
+62 235 664 6205,people,+86 794 748 8593,2018-06-15T09:45:25.935,1088
+47 287 788 2428,customers,+62 441 776 5105,2018-07-29T14:51:21.517,3901
+51 901 242 0584,people,+86 573 203 6463,2018-08-25T08:29:35.141,263
+81 153 962 4648,customers,+1 253 601 5208,2018-08-24T00:33:22.443,4636
+62 441 776 5105,people,+7 250 295 1424,2018-08-25T17:59:03.087,1917
+62 163 815 9844,people,+48 697 447 6933,2018-08-15T21:21:18.926,126
+62 362 318 0581,customers,+62 691 123 7989,2018-08-27T13:56:32.856,4818
+66 406 272 0080,people,+351 478 892 3904,2018-08-01T06:52:06.469,215
+58 309 892 3683,people,+46 586 601 1387,2018-07-15T09:16:23.413,3013
+51 415 553 5490,people,+86 440 782 2622,2018-08-05T15:54:49.622,27
+255 288 243 6585,people,+63 210 501 5367,2018-08-26T22:10:32.372,116
+7 690 597 4443,people,+86 940 564 9262,2018-07-11T16:29:13.254,838
+55 595 171 0583,people,+686 936 384 2972,2018-07-30T23:00:47.186,31
+62 477 203 1324,people,+86 969 120 1043,2018-08-11T10:17:11.083,99
+1 136 994 5079,people,+976 200 259 7486,2018-08-29T07:54:45.803,152
+389 785 553 2178,customers,+62 728 538 7442,2018-07-19T19:01:42.452,6086
+45 792 227 1110,people,+63 536 683 3262,2018-08-26T03:50:45.534,95
+66 615 504 8426,people,+62 546 589 0805,2018-07-29T01:48:39.575,755
+27 407 187 3101,people,+86 945 491 4744,2018-08-16T14:54:30.085,342
+52 345 844 0838,people,+7 282 110 8736,2018-08-14T03:18:52.396,121
+1 424 265 8640,people,+86 747 391 7943,2018-08-21T03:55:19.073,115
+47 287 788 2428,people,+86 323 461 0569,2018-07-18T03:41:35.218,2414
+58 309 892 3683,people,+66 959 650 8056,2018-08-10T13:36:37.277,103
+62 728 538 7442,customers,+261 860 539 4754,2018-06-29T08:35:28.593,6819
+48 605 399 6898,people,+62 546 589 0805,2018-06-13T07:47:56.346,136
+1 136 994 5079,people,+33 365 243 5088,2018-06-23T09:25:48.653,1660
+62 421 486 9194,customers,+51 415 553 5490,2018-08-19T12:24:47.103,6196
+63 408 206 3263,people,+62 210 565 0115,2018-07-10T23:09:51.997,180
+62 493 645 0239,people,+7 383 439 7314,2018-06-07T11:22:35.760,50
+686 141 630 2349,people,+57 476 473 1122,2018-06-17T06:31:52.459,800
+62 477 203 1324,people,+962 105 418 2424,2018-06-28T15:52:26.149,147
+380 193 998 0755,people,+63 536 683 3262,2018-09-02T06:20:20.442,166
+597 769 358 0569,customers,+62 728 538 7442,2018-08-16T04:04:48.709,10628
+62 635 323 3882,people,+63 808 497 1769,2018-06-13T08:42:13.001,398
+58 107 155 8233,people,+387 204 285 8067,2018-08-15T01:38:10.874,1012
+81 308 988 7153,people,+62 533 266 3426,2018-07-31T11:40:47.284,91
+7 884 177 0089,people,+7 136 408 5882,2018-06-24T02:21:03.220,60
+351 235 124 9020,people,+353 814 506 4700,2018-07-25T17:33:07.973,151
+386 487 202 8409,people,+86 345 683 5046,2018-07-21T07:20:56.215,68
+63 958 715 1786,people,+359 150 266 8547,2018-08-05T09:00:44.501,389
+63 354 310 6825,people,+1 929 196 9254,2018-06-23T23:35:26.239,2459
+386 487 202 8409,customers,+54 890 522 5284,2018-07-04T08:53:14.552,2742
+63 631 854 2672,people,+57 623 746 8581,2018-06-10T11:54:56.050,2091
+389 785 553 2178,people,+30 588 989 7601,2018-08-28T23:04:29.540,109
+66 615 504 8426,people,+33 596 442 8992,2018-07-12T00:59:51.924,100
+62 828 512 9172,people,+63 536 683 3262,2018-07-01T22:05:27.366,176
+62 362 318 0581,people,+86 911 311 6313,2018-07-14T14:22:51.763,35
+95 983 880 9416,people,+81 928 887 8969,2018-07-25T18:59:22.779,779
+81 153 962 4648,people,+351 960 435 4039,2018-07-03T12:30:29.078,1001
+81 308 988 7153,customers,+63 390 716 1146,2018-08-04T00:38:29.262,9155
+62 107 530 7500,customers,+63 958 715 1786,2018-08-02T00:34:57.952,6255
+54 890 522 5284,people,+86 689 952 8046,2018-08-25T02:53:13.671,30
+389 785 553 2178,customers,+380 193 998 0755,2018-07-19T12:56:14.858,4682
+62 441 776 5105,people,+507 317 464 4324,2018-07-03T16:06:06.698,171
+27 407 187 3101,people,+7 589 569 5267,2018-08-26T02:50:50.813,1170
+33 789 705 4973,customers,+51 415 553 5490,2018-08-18T20:16:29.258,4567
+255 288 243 6585,people,+212 521 165 3985,2018-06-14T17:59:17.326,16
+86 262 669 5847,people,+380 966 332 1685,2018-06-17T08:46:52.973,247
+62 691 123 7989,people,+1 469 233 6069,2018-07-06T01:35:43.294,1178
+58 309 892 3683,customers,+66 615 504 8426,2018-08-05T11:32:14.685,1589
+351 235 124 9020,customers,+252 588 156 8989,2018-06-15T21:42:07.937,8525
+58 107 155 8233,people,+976 200 259 7486,2018-06-17T01:04:32.039,654
+30 328 155 8097,people,+63 735 226 4468,2018-07-20T14:31:13.286,149
+62 441 776 5105,people,+86 133 217 5321,2018-08-21T03:43:01.413,2590
+81 308 988 7153,people,+55 202 752 1841,2018-06-12T20:49:44.146,851
+1 662 380 0589,people,+86 557 405 6681,2018-08-20T12:20:49.941,786
+31 461 329 9985,people,+86 984 961 8903,2018-08-28T21:32:22.605,802
+86 682 953 4286,people,+86 521 430 5953,2018-06-22T15:16:24.836,881
+86 369 549 0595,people,+63 682 619 1420,2018-08-09T11:55:25.443,1176
+48 605 399 6898,people,+371 496 261 5112,2018-08-10T16:32:16.235,1156
+63 699 640 6521,people,+62 546 589 0805,2018-06-10T07:39:32.460,2420
+62 235 664 6205,people,+7 552 196 4096,2018-06-16T20:17:50.562,21
+351 149 297 1404,people,+380 476 763 1286,2018-06-27T18:27:44.898,113
+252 588 156 8989,people,+967 190 245 1537,2018-07-20T11:37:26.201,694
+63 699 640 6521,people,+380 536 814 3789,2018-07-13T23:17:28.161,3439
+62 691 123 7989,customers,+48 605 399 6898,2018-07-14T05:30:39.778,5653
+252 588 156 8989,people,+48 697 447 6933,2018-08-21T22:36:46.361,479
+221 577 657 7754,people,+351 515 605 7915,2018-08-02T03:02:52.947,2826
+63 958 715 1786,people,+7 562 888 4228,2018-07-14T10:11:05.765,63
+263 498 495 0617,people,+62 713 224 9007,2018-08-23T01:54:22.861,173
+1 384 132 9095,customers,+7 171 898 0853,2018-08-25T18:56:03.234,3475
+62 691 123 7989,people,+30 473 253 7585,2018-08-03T23:36:54.793,173
+45 792 227 1110,people,+86 834 941 7510,2018-08-02T02:12:55.010,68
+351 543 997 4318,people,+507 911 871 1991,2018-07-12T00:29:46.878,1898
+252 588 156 8989,people,+351 272 414 6570,2018-08-15T17:08:40.408,3346
+46 983 626 0444,people,+55 685 314 9379,2018-08-28T11:29:11.281,49
+86 682 953 4286,people,+63 705 641 2260,2018-08-15T04:56:57.639,805
+351 235 124 9020,customers,+351 543 997 4318,2018-06-30T21:37:56.374,5496
+86 467 545 3578,customers,+850 471 675 1116,2018-07-30T12:06:37.379,7828
+86 682 953 4286,people,+81 918 768 4173,2018-07-24T13:50:48.215,57
+263 498 495 0617,people,+1 929 196 9254,2018-06-12T01:31:40.631,117
+62 235 664 6205,people,+86 204 518 7830,2018-08-24T18:17:49.388,134
+1 662 380 0589,customers,+62 828 512 9172,2018-07-24T21:46:59.292,4179
+86 467 545 3578,people,+51 342 271 7550,2018-08-04T20:20:32.601,98
+52 345 844 0838,customers,+63 408 206 3263,2018-07-18T08:52:07.718,8290
+63 958 715 1786,people,+351 272 414 6570,2018-08-03T04:10:14.907,999
+62 493 645 0239,people,+380 476 763 1286,2018-08-14T20:52:16.187,263
+95 983 880 9416,people,+86 902 758 2289,2018-07-25T21:14:47.763,3548
+86 666 694 3017,people,+55 337 632 4995,2018-06-30T20:38:22.781,153
+62 691 123 7989,people,+86 989 998 5001,2018-07-22T14:04:52.224,3254
+880 194 102 3763,customers,+81 153 962 4648,2018-08-07T05:37:31.894,8375
+62 587 949 6348,customers,+66 406 272 0080,2018-07-06T01:28:47.694,3412
+55 125 114 0729,people,+1 202 257 7864,2018-07-12T04:15:01.837,26
+86 939 147 9288,people,+86 898 560 3861,2018-06-30T21:14:15.376,1163
+54 398 559 0423,customers,+850 471 675 1116,2018-06-23T19:46:41.802,4199
+63 958 715 1786,people,+7 136 408 5882,2018-06-09T22:27:15.390,47
+216 124 435 9613,customers,+48 503 552 2864,2018-08-10T18:09:07.213,3482
+46 946 207 0186,people,+52 223 678 9386,2018-08-14T08:42:18.600,3594
+63 815 962 6097,people,+86 204 518 7830,2018-07-09T11:28:27.977,120
+62 587 949 6348,people,+507 911 871 1991,2018-06-18T02:59:42.514,421
+62 235 664 6205,people,+1 230 625 7114,2018-07-27T09:41:45.915,3379
+62 235 664 6205,customers,+63 408 206 3263,2018-07-05T20:11:34.739,6982
+86 682 953 4286,people,+62 442 616 4700,2018-08-01T20:03:54.056,1107
+33 454 926 8596,people,+380 631 874 7782,2018-07-25T00:36:51.158,170
+33 454 926 8596,customers,+850 471 675 1116,2018-07-17T11:11:09.092,8913
+591 948 181 0275,people,+57 152 830 0336,2018-06-24T11:24:15.898,108
+62 235 664 6205,people,+86 437 159 4156,2018-08-21T14:09:35.993,15
+55 125 114 0729,people,+47 544 568 9437,2018-08-12T05:05:01.999,587
+33 789 705 4973,people,+66 435 621 0363,2018-06-17T19:50:48.626,882
+63 699 640 6521,people,+86 940 763 2162,2018-08-28T01:38:09.349,96
+252 588 156 8989,customers,+351 699 781 7790,2018-06-27T09:49:09.028,7830
+374 531 732 9074,people,+86 133 217 5321,2018-06-24T13:47:53.718,1179
+221 577 657 7754,people,+86 868 734 5069,2018-06-08T10:24:41.026,1018
+55 595 171 0583,customers,+51 901 242 0584,2018-08-23T12:50:43.790,6804
+52 345 844 0838,people,+62 740 670 2621,2018-06-19T12:02:59.501,2112
+62 441 776 5105,people,+86 940 763 2162,2018-06-24T11:01:53.979,2939
+66 406 272 0080,people,+86 274 242 4646,2018-08-23T05:01:23.980,343
+55 316 423 7951,people,+62 898 977 5098,2018-07-31T19:06:08.214,65
+7 722 998 0596,customers,+62 163 815 9844,2018-07-16T11:43:48.519,1489
+62 441 776 5105,customers,+62 362 318 0581,2018-06-13T17:53:44.315,10147
+49 106 684 3294,people,+965 148 209 6906,2018-06-05T04:37:33.001,560
+62 691 123 7989,people,+86 226 243 1746,2018-06-05T16:05:19.786,166
+86 467 545 3578,people,+62 106 468 0924,2018-06-07T18:18:33.601,3153
+1 136 994 5079,people,+62 997 660 3320,2018-07-17T12:07:18.705,1181
+51 901 242 0584,people,+351 272 414 6570,2018-08-19T02:50:40.085,32
+370 351 224 5176,customers,+7 722 998 0596,2018-08-31T13:37:56.027,5947
+7 171 898 0853,people,+86 837 934 2184,2018-07-25T23:57:21.300,1992
+58 309 892 3683,people,+54 918 106 7139,2018-07-30T05:28:54.002,405
+374 531 732 9074,people,+380 631 874 7782,2018-08-20T13:29:26.878,559
+1 662 380 0589,people,+238 464 749 7553,2018-09-04T01:59:53.646,171
+95 983 880 9416,people,+63 808 497 1769,2018-09-02T04:47:57.885,808
+389 785 553 2178,people,+7 383 439 7314,2018-07-17T09:37:00.432,793
+389 785 553 2178,people,+998 677 789 7127,2018-08-03T13:55:59.112,906
+351 149 297 1404,people,+7 418 775 0946,2018-06-12T11:57:22.293,33
+46 946 207 0186,people,+242 287 226 0957,2018-06-12T07:15:55.287,34
+62 728 538 7442,customers,+62 477 203 1324,2018-08-28T16:37:10.740,5552
+263 498 495 0617,people,+57 629 420 5680,2018-08-13T00:40:45.458,1128
+62 493 645 0239,people,+86 970 353 1268,2018-07-02T14:03:00.058,100
+1 210 254 8475,people,+7 282 110 8736,2018-08-22T03:50:39.201,2250
+49 466 689 9075,people,+86 890 802 2943,2018-06-30T11:05:40.310,2645
+62 362 318 0581,people,+62 713 224 9007,2018-06-11T10:23:27.095,401
+31 461 329 9985,people,+66 968 183 5601,2018-08-16T04:54:06.248,2411
+7 171 898 0853,people,+51 138 191 1399,2018-06-21T16:16:23.792,2849
+48 503 552 2864,people,+63 594 112 6128,2018-08-19T19:21:12.313,164
+54 890 522 5284,people,+7 136 408 5882,2018-08-09T09:44:17.655,54
+7 690 597 4443,people,+686 936 384 2972,2018-07-04T18:57:03.755,1110
+86 939 147 9288,customers,+55 316 423 7951,2018-07-18T03:51:54.380,2620
+355 556 407 0145,people,+7 760 873 6560,2018-08-16T01:57:20.155,1008
